,createdAt,merchant,category,amount
200,2022-03-12 04:37:41,Amazon,Shopping,37.76
4126,2022-03-12 05:51:31,Uber,Transportation,320.62
3237,2022-03-12 06:53:28,Starbucks,Health,408.45
702,2022-03-12 09:04:30,Apple Store,Electronics,78.69
8375,2022-03-12 13:11:59,Uber,Travel,442.94
993,2022-03-12 14:26:48,Target,Groceries,292.28
2125,2022-03-13 00:09:41,Airbnb,Travel,422.34
1952,2022-03-13 12:25:09,Best Buy,Shopping,7.75
3841,2022-03-13 13:13:57,Spotify,Entertainment,491.14
4555,2022-03-13 20:05:17,Target,Groceries,390.65
9975,2022-03-14 00:02:57,Spotify,Entertainment,359.85
5507,2022-03-14 01:33:01,Netflix,Entertainment,462.69
3961,2022-03-14 09:23:52,Apple Store,Electronics,21.57
891,2022-03-14 11:09:11,Airbnb,Travel,184.8
281,2022-03-14 22:17:18,Amazon,Shopping,46.46
8066,2022-03-15 04:13:11,Starbucks,Health,48.56
1919,2022-03-15 08:25:34,Uber,Travel,50.49
3977,2022-03-15 19:48:28,Target,Groceries,98.3
786,2022-03-15 21:14:51,Walmart,Shopping,289.55
6756,2022-03-15 22:24:42,Target,Groceries,8.01
9427,2022-03-16 07:45:37,Walmart,Groceries,231.46
4574,2022-03-16 09:10:38,Amazon,Entertainment,152.04
9539,2022-03-16 10:10:51,Starbucks,Dining,127.47
5745,2022-03-16 15:54:35,Apple Store,Shopping,61.67
5413,2022-03-16 16:02:19,Netflix,Entertainment,267.62
1206,2022-03-16 23:01:55,Walmart,Utilities,18.32
6731,2022-03-17 01:31:21,Walmart,Groceries,5.15
4192,2022-03-17 01:51:21,Airbnb,Travel,109.68
6853,2022-03-17 04:02:19,Spotify,Entertainment,62.88
9354,2022-03-17 05:17:26,Spotify,Entertainment,200.44
1978,2022-03-17 09:03:36,Netflix,Entertainment,398.91
9186,2022-03-17 09:23:21,Apple Store,Shopping,142.16
9074,2022-03-17 20:56:03,Walmart,Shopping,144.49
2404,2022-03-18 01:24:03,Best Buy,Shopping,60.83
4516,2022-03-18 04:01:31,Uber,Travel,298.15
8812,2022-03-18 04:27:09,Amazon,Entertainment,326.06
4117,2022-03-18 07:10:44,Netflix,Entertainment,304.25
1644,2022-03-18 10:13:12,Best Buy,Electronics,209.9
7499,2022-03-18 16:26:10,Starbucks,Dining,467.87
2465,2022-03-18 20:00:49,Netflix,Entertainment,242.1
5495,2022-03-19 09:15:25,Uber,Travel,460.09
9398,2022-03-19 12:27:34,Airbnb,Travel,321.05
3477,2022-03-19 12:38:07,Spotify,Entertainment,225.79
2689,2022-03-19 13:31:53,Spotify,Entertainment,45.99
2159,2022-03-19 14:27:13,Target,Groceries,113.6
7418,2022-03-19 18:59:27,Airbnb,Travel,198.22
5949,2022-03-19 23:38:27,Amazon,Travel,422.67
5968,2022-03-20 00:02:21,Amazon,Entertainment,332.09
2732,2022-03-20 01:55:28,Netflix,Entertainment,299.26
4659,2022-03-20 06:10:08,Amazon,Entertainment,352.72
1276,2022-03-20 10:03:25,Best Buy,Shopping,142.77
2738,2022-03-20 14:16:30,Walmart,Groceries,201.74
7396,2022-03-20 14:32:30,Target,Shopping,117.01
7647,2022-03-20 17:34:27,Amazon,Shopping,200.34
4859,2022-03-20 22:34:41,Best Buy,Electronics,40.39
2464,2022-03-21 04:45:56,Target,Health,226.33
2412,2022-03-21 04:56:40,Target,Groceries,73.1
4478,2022-03-21 05:05:00,Uber,Travel,93.77
7636,2022-03-21 09:54:44,Amazon,Shopping,204.29
5861,2022-03-21 16:21:35,Apple Store,Shopping,123.34
9585,2022-03-21 18:11:29,Amazon,Entertainment,369.36
2346,2022-03-21 23:51:38,Uber,Travel,265.91
8170,2022-03-22 02:44:00,Walmart,Shopping,443.16
5333,2022-03-22 07:44:46,Target,Groceries,457.69
223,2022-03-22 08:32:04,Spotify,Entertainment,236.82
3523,2022-03-22 09:10:03,Walmart,Utilities,268.31
8768,2022-03-23 04:18:16,Best Buy,Electronics,61.5
4261,2022-03-23 16:25:52,Amazon,Travel,20.12
3034,2022-03-23 22:37:53,Netflix,Entertainment,266.44
2440,2022-03-23 22:48:24,Best Buy,Electronics,439.56
5657,2022-03-23 23:49:33,Uber,Travel,217.13
7618,2022-03-24 00:56:17,Amazon,Travel,450.78
7960,2022-03-24 04:08:38,Walmart,Utilities,279.0
4520,2022-03-24 05:32:46,Netflix,Entertainment,436.67
1654,2022-03-24 08:01:46,Starbucks,Dining,355.85
9014,2022-03-24 11:50:31,Amazon,Travel,11.38
425,2022-03-24 17:33:21,Walmart,Utilities,91.97
6851,2022-03-24 21:56:10,Apple Store,Shopping,161.69
5270,2022-03-25 11:21:30,Starbucks,Dining,323.03
7274,2022-03-25 13:41:15,Best Buy,Electronics,435.45
4792,2022-03-25 16:21:36,Spotify,Entertainment,388.8
2544,2022-03-25 21:49:08,Walmart,Utilities,331.33
7993,2022-03-26 00:34:54,Apple Store,Electronics,457.74
5869,2022-03-26 05:01:39,Best Buy,Shopping,348.61
7913,2022-03-26 10:11:37,Walmart,Groceries,496.79
6714,2022-03-26 14:53:37,Starbucks,Dining,287.89
9321,2022-03-26 17:08:32,Walmart,Shopping,242.55
4082,2022-03-26 21:03:50,Spotify,Entertainment,34.89
5645,2022-03-27 01:24:32,Uber,Travel,384.66
9103,2022-03-27 22:52:58,Amazon,Shopping,133.93
9114,2022-03-28 05:15:51,Apple Store,Electronics,56.36
8668,2022-03-28 09:17:46,Netflix,Entertainment,72.78
2569,2022-03-28 15:29:22,Spotify,Entertainment,237.28
6478,2022-03-28 16:15:21,Starbucks,Health,478.45
8191,2022-03-28 23:51:08,Amazon,Shopping,192.87
7639,2022-03-29 00:41:26,Amazon,Shopping,352.75
4926,2022-03-29 05:35:42,Best Buy,Shopping,336.15
3379,2022-03-29 06:47:40,Spotify,Entertainment,180.94
6531,2022-03-29 12:05:00,Airbnb,Travel,388.13
133,2022-03-29 12:50:48,Target,Groceries,194.74
4723,2022-03-29 14:52:27,Walmart,Utilities,264.68
4523,2022-03-29 22:24:31,Starbucks,Dining,288.09
7298,2022-03-30 01:02:20,Apple Store,Electronics,145.13
5898,2022-03-30 03:46:21,Walmart,Shopping,19.4
2246,2022-03-30 07:39:37,Amazon,Entertainment,150.61
5778,2022-03-30 07:59:33,Netflix,Entertainment,334.57
8063,2022-03-30 13:20:39,Walmart,Groceries,432.88
2658,2022-03-30 17:43:41,Amazon,Entertainment,225.57
2397,2022-03-31 06:18:19,Starbucks,Health,252.08
9809,2022-03-31 09:45:30,Netflix,Entertainment,37.93
3014,2022-03-31 14:59:08,Spotify,Entertainment,489.39
4580,2022-03-31 16:27:38,Spotify,Entertainment,15.27
5920,2022-03-31 16:52:21,Netflix,Entertainment,184.27
8805,2022-03-31 18:21:45,Uber,Travel,318.65
5379,2022-04-01 09:23:09,Netflix,Entertainment,323.56
5027,2022-04-01 10:10:29,Spotify,Entertainment,141.65
3524,2022-04-01 12:37:47,Apple Store,Electronics,347.72
2863,2022-04-02 04:05:29,Amazon,Shopping,408.38
390,2022-04-02 04:13:30,Netflix,Entertainment,284.34
2504,2022-04-02 07:19:21,Spotify,Entertainment,34.21
8294,2022-04-03 03:26:05,Starbucks,Health,427.35
3823,2022-04-03 04:04:58,Best Buy,Electronics,227.77
1738,2022-04-03 04:16:59,Apple Store,Shopping,198.18
7098,2022-04-03 13:26:51,Netflix,Entertainment,107.52
7252,2022-04-03 16:42:01,Spotify,Entertainment,391.14
2203,2022-04-04 03:52:10,Apple Store,Electronics,222.38
6674,2022-04-04 04:12:53,Best Buy,Shopping,343.1
7821,2022-04-04 04:38:00,Amazon,Entertainment,397.28
9348,2022-04-04 04:54:33,Walmart,Shopping,150.05
4415,2022-04-04 05:53:01,Netflix,Entertainment,451.04
7610,2022-04-04 06:10:02,Netflix,Entertainment,153.23
1960,2022-04-04 21:48:54,Amazon,Entertainment,404.43
1984,2022-04-05 03:18:45,Best Buy,Electronics,62.41
5771,2022-04-05 11:43:25,Netflix,Entertainment,172.83
9414,2022-04-05 12:22:07,Amazon,Shopping,114.88
119,2022-04-05 13:50:44,Walmart,Utilities,315.06
985,2022-04-05 17:03:59,Spotify,Entertainment,181.01
3904,2022-04-05 21:09:09,Uber,Travel,151.54
7057,2022-04-06 00:27:44,Netflix,Entertainment,368.0
6829,2022-04-06 08:35:23,Netflix,Entertainment,408.44
9889,2022-04-06 10:18:35,Walmart,Utilities,46.57
6074,2022-04-06 13:48:14,Starbucks,Health,92.12
6679,2022-04-06 14:02:34,Uber,Travel,472.33
1502,2022-04-06 21:18:46,Best Buy,Electronics,464.65
624,2022-04-07 09:33:18,Netflix,Entertainment,38.72
5409,2022-04-07 10:38:26,Starbucks,Health,174.3
4493,2022-04-08 10:28:53,Best Buy,Electronics,242.21
4097,2022-04-08 11:08:04,Airbnb,Travel,196.39
6639,2022-04-08 14:07:26,Target,Health,206.86
7932,2022-04-08 18:07:59,Walmart,Groceries,285.87
4282,2022-04-08 21:08:46,Uber,Transportation,87.82
1331,2022-04-08 21:23:06,Netflix,Entertainment,202.42
9193,2022-04-09 03:23:53,Netflix,Entertainment,92.14
9485,2022-04-09 06:19:29,Uber,Travel,90.95
4541,2022-04-10 09:10:11,Apple Store,Electronics,228.26
6705,2022-04-10 09:30:42,Best Buy,Electronics,377.21
3460,2022-04-10 09:45:43,Spotify,Entertainment,283.51
5733,2022-04-10 13:29:51,Uber,Transportation,331.95
8388,2022-04-11 00:07:57,Apple Store,Electronics,487.75
3201,2022-04-11 01:58:53,Spotify,Entertainment,481.04
2876,2022-04-11 08:43:46,Walmart,Shopping,259.2
9357,2022-04-11 09:08:22,Airbnb,Travel,256.85
6386,2022-04-11 12:29:38,Spotify,Entertainment,344.34
5893,2022-04-11 13:21:46,Starbucks,Health,464.72
7208,2022-04-11 22:06:58,Uber,Transportation,286.17
4006,2022-04-12 01:56:53,Walmart,Utilities,345.16
1576,2022-04-12 08:54:33,Starbucks,Dining,390.9
5942,2022-04-12 09:52:21,Airbnb,Travel,315.54
3109,2022-04-12 16:20:17,Walmart,Utilities,20.04
6436,2022-04-12 21:07:07,Uber,Transportation,369.51
7125,2022-04-13 01:33:14,Starbucks,Health,30.12
570,2022-04-13 02:21:10,Apple Store,Shopping,321.04
9631,2022-04-13 05:18:18,Uber,Transportation,462.3
7763,2022-04-13 12:01:42,Spotify,Entertainment,112.87
7583,2022-04-13 22:02:30,Starbucks,Dining,5.17
5678,2022-04-14 01:10:54,Apple Store,Electronics,309.69
8588,2022-04-14 04:40:28,Target,Shopping,493.88
9890,2022-04-14 09:04:01,Walmart,Utilities,195.4
7132,2022-04-14 10:22:41,Walmart,Utilities,215.96
6034,2022-04-14 12:03:18,Airbnb,Travel,12.76
6486,2022-04-14 14:14:01,Target,Shopping,97.5
4691,2022-04-14 18:21:51,Netflix,Entertainment,62.82
6458,2022-04-14 22:35:55,Walmart,Utilities,113.29
1799,2022-04-15 05:29:14,Best Buy,Electronics,425.21
6687,2022-04-15 11:28:50,Spotify,Entertainment,456.32
9965,2022-04-15 12:27:30,Netflix,Entertainment,182.37
7954,2022-04-15 14:01:13,Target,Health,164.3
7505,2022-04-16 01:15:54,Netflix,Entertainment,285.22
5232,2022-04-16 03:47:10,Starbucks,Dining,238.31
6363,2022-04-16 11:40:48,Airbnb,Travel,319.82
6303,2022-04-16 14:34:43,Uber,Transportation,294.46
9872,2022-04-16 15:51:28,Spotify,Entertainment,46.33
1556,2022-04-16 16:34:36,Amazon,Entertainment,448.4
5138,2022-04-16 18:26:21,Apple Store,Electronics,394.94
180,2022-04-16 18:29:16,Spotify,Entertainment,259.08
5442,2022-04-16 19:44:43,Spotify,Entertainment,166.19
3739,2022-04-17 00:24:10,Netflix,Entertainment,452.09
1230,2022-04-17 03:47:17,Best Buy,Electronics,58.89
4500,2022-04-17 20:07:30,Walmart,Groceries,115.84
551,2022-04-18 05:43:01,Starbucks,Dining,357.6
282,2022-04-18 09:41:05,Target,Health,251.01
6621,2022-04-18 12:37:57,Target,Shopping,93.49
305,2022-04-18 19:19:50,Walmart,Shopping,345.13
7520,2022-04-18 20:17:27,Apple Store,Shopping,130.77
8781,2022-04-18 20:36:56,Apple Store,Shopping,21.98
3713,2022-04-18 22:45:49,Amazon,Shopping,97.58
8959,2022-04-19 02:11:57,Amazon,Entertainment,324.45
5375,2022-04-19 06:09:02,Target,Shopping,389.57
2083,2022-04-19 14:32:40,Netflix,Entertainment,421.43
4334,2022-04-19 15:44:29,Spotify,Entertainment,195.14
3792,2022-04-19 19:05:15,Apple Store,Electronics,169.4
3410,2022-04-20 00:21:28,Amazon,Entertainment,366.03
353,2022-04-20 05:47:30,Uber,Transportation,344.51
9791,2022-04-20 06:24:37,Amazon,Shopping,484.33
8891,2022-04-20 11:34:30,Netflix,Entertainment,59.26
6236,2022-04-20 11:50:35,Target,Shopping,494.57
1727,2022-04-20 13:22:56,Netflix,Entertainment,222.33
408,2022-04-20 13:58:28,Airbnb,Travel,302.23
2492,2022-04-20 19:36:08,Walmart,Shopping,252.83
3359,2022-04-21 07:26:44,Spotify,Entertainment,19.86
7559,2022-04-21 10:23:26,Amazon,Travel,267.01
5802,2022-04-21 13:26:08,Amazon,Entertainment,156.79
8490,2022-04-21 14:15:52,Netflix,Entertainment,232.76
2777,2022-04-21 23:37:27,Best Buy,Electronics,113.16
6208,2022-04-22 02:51:07,Starbucks,Health,43.05
5878,2022-04-22 14:39:44,Apple Store,Electronics,159.72
8981,2022-04-22 16:15:10,Amazon,Travel,436.04
3688,2022-04-22 18:32:18,Uber,Transportation,260.54
3917,2022-04-22 22:33:33,Netflix,Entertainment,227.13
1662,2022-04-23 05:03:17,Best Buy,Electronics,281.93
4988,2022-04-23 13:48:35,Airbnb,Travel,50.48
4604,2022-04-23 16:23:57,Amazon,Travel,219.91
1735,2022-04-24 13:24:46,Best Buy,Electronics,192.87
4174,2022-04-24 15:00:17,Apple Store,Electronics,45.93
6224,2022-04-24 16:24:11,Walmart,Shopping,204.13
4944,2022-04-24 20:30:24,Spotify,Entertainment,256.0
6833,2022-04-24 21:03:37,Uber,Travel,347.48
9746,2022-04-24 22:01:23,Airbnb,Travel,405.84
3334,2022-04-25 02:42:06,Target,Groceries,368.05
5440,2022-04-25 02:57:25,Airbnb,Travel,443.01
6815,2022-04-25 04:24:48,Starbucks,Dining,79.6
1500,2022-04-25 06:30:38,Starbucks,Health,210.05
4452,2022-04-25 06:51:01,Target,Health,493.24
1433,2022-04-25 09:02:10,Spotify,Entertainment,198.26
4435,2022-04-25 09:46:47,Spotify,Entertainment,122.49
6569,2022-04-25 13:57:12,Walmart,Shopping,400.56
1677,2022-04-25 17:47:18,Airbnb,Travel,27.11
3122,2022-04-25 17:59:20,Starbucks,Dining,80.37
2237,2022-04-25 18:14:05,Starbucks,Health,389.61
7429,2022-04-26 00:40:58,Apple Store,Shopping,386.04
7358,2022-04-26 02:34:37,Best Buy,Shopping,385.05
9736,2022-04-26 11:48:38,Spotify,Entertainment,195.78
4615,2022-04-26 13:42:12,Starbucks,Health,113.95
843,2022-04-26 15:44:06,Spotify,Entertainment,323.6
5017,2022-04-27 01:18:01,Uber,Transportation,24.78
964,2022-04-27 02:18:46,Walmart,Utilities,262.39
6254,2022-04-27 06:57:59,Netflix,Entertainment,370.85
761,2022-04-27 07:18:20,Best Buy,Electronics,399.82
7861,2022-04-27 09:19:55,Target,Groceries,19.51
7588,2022-04-27 23:04:21,Netflix,Entertainment,368.03
2825,2022-04-28 03:05:20,Apple Store,Shopping,79.73
4999,2022-04-28 04:32:20,Netflix,Entertainment,23.84
9526,2022-04-28 06:27:13,Target,Health,248.56
1201,2022-04-28 12:59:03,Apple Store,Electronics,394.33
2954,2022-04-28 15:31:51,Spotify,Entertainment,376.34
2253,2022-04-28 15:42:35,Best Buy,Electronics,172.07
8115,2022-04-29 00:35:10,Walmart,Groceries,132.55
4727,2022-04-29 01:34:08,Uber,Travel,88.39
4499,2022-04-29 08:08:15,Apple Store,Electronics,84.31
9511,2022-04-29 09:12:30,Walmart,Shopping,306.32
4023,2022-04-29 10:21:16,Uber,Transportation,183.58
5463,2022-04-29 11:08:10,Best Buy,Shopping,319.3
1442,2022-04-29 11:20:48,Spotify,Entertainment,141.27
4879,2022-04-29 18:59:11,Starbucks,Dining,140.15
3685,2022-04-30 11:41:14,Target,Groceries,437.53
6908,2022-04-30 13:30:43,Airbnb,Travel,24.29
7934,2022-04-30 17:17:02,Airbnb,Travel,161.96
1572,2022-04-30 21:45:48,Best Buy,Shopping,167.79
8212,2022-04-30 21:56:11,Starbucks,Dining,189.26
9217,2022-05-01 00:47:52,Airbnb,Travel,471.01
4831,2022-05-01 06:04:34,Spotify,Entertainment,386.43
7488,2022-05-01 07:02:04,Best Buy,Electronics,305.35
1092,2022-05-01 15:07:51,Starbucks,Health,198.07
2061,2022-05-01 20:55:15,Walmart,Utilities,435.54
6086,2022-05-02 01:11:03,Airbnb,Travel,76.31
7364,2022-05-02 02:40:21,Best Buy,Electronics,492.81
5571,2022-05-02 04:40:45,Starbucks,Health,490.62
2702,2022-05-02 14:26:51,Airbnb,Travel,174.63
8068,2022-05-02 21:20:54,Apple Store,Electronics,294.53
7654,2022-05-02 22:52:34,Best Buy,Electronics,477.07
9543,2022-05-02 22:57:45,Apple Store,Electronics,481.84
1289,2022-05-02 23:45:08,Walmart,Shopping,352.41
9702,2022-05-03 03:30:23,Apple Store,Shopping,190.72
6146,2022-05-03 04:08:01,Uber,Transportation,318.07
4033,2022-05-03 06:26:35,Walmart,Utilities,378.83
3286,2022-05-03 09:13:21,Netflix,Entertainment,174.3
5940,2022-05-03 10:14:19,Target,Shopping,32.9
7604,2022-05-03 16:04:00,Walmart,Shopping,269.46
5193,2022-05-03 19:10:43,Best Buy,Shopping,479.91
7730,2022-05-03 21:54:44,Airbnb,Travel,58.02
1345,2022-05-03 22:01:09,Uber,Transportation,321.9
6338,2022-05-04 00:24:05,Airbnb,Travel,382.0
9562,2022-05-04 03:01:35,Target,Health,461.94
31,2022-05-04 06:19:45,Spotify,Entertainment,403.4
1630,2022-05-04 19:55:00,Apple Store,Electronics,487.17
1574,2022-05-04 20:33:14,Starbucks,Dining,319.66
8932,2022-05-04 20:33:48,Starbucks,Dining,158.64
1850,2022-05-04 20:45:23,Target,Health,311.06
617,2022-05-05 21:52:12,Uber,Travel,359.13
4280,2022-05-05 22:01:03,Apple Store,Electronics,346.49
6940,2022-05-06 02:53:51,Netflix,Entertainment,320.78
4799,2022-05-06 05:15:34,Airbnb,Travel,147.17
4129,2022-05-06 08:28:38,Apple Store,Electronics,417.9
6649,2022-05-06 13:49:01,Airbnb,Travel,35.96
7241,2022-05-06 17:47:19,Apple Store,Electronics,116.28
4027,2022-05-06 21:05:37,Starbucks,Health,445.11
4883,2022-05-07 01:00:38,Walmart,Shopping,350.85
8458,2022-05-07 04:51:23,Spotify,Entertainment,484.77
1672,2022-05-07 05:21:50,Airbnb,Travel,356.62
8604,2022-05-07 06:39:26,Apple Store,Electronics,346.96
8033,2022-05-07 09:25:20,Apple Store,Shopping,436.93
1511,2022-05-07 14:49:18,Best Buy,Shopping,323.38
3455,2022-05-07 15:35:08,Best Buy,Shopping,144.57
6397,2022-05-07 17:46:52,Uber,Transportation,402.98
4056,2022-05-07 19:23:27,Airbnb,Travel,186.34
3467,2022-05-08 05:43:24,Amazon,Entertainment,320.21
5911,2022-05-08 09:04:34,Uber,Transportation,174.16
8688,2022-05-08 11:19:39,Walmart,Utilities,72.43
1870,2022-05-08 15:51:58,Amazon,Shopping,50.35
5032,2022-05-08 20:28:00,Best Buy,Shopping,185.28
4217,2022-05-08 21:08:51,Netflix,Entertainment,282.27
2993,2022-05-08 21:09:28,Walmart,Groceries,118.54
7030,2022-05-09 13:35:38,Target,Health,143.44
2799,2022-05-09 17:27:11,Target,Health,443.08
5554,2022-05-09 18:48:27,Target,Health,427.19
4525,2022-05-09 20:09:21,Target,Shopping,384.46
4789,2022-05-09 23:20:47,Spotify,Entertainment,154.14
5989,2022-05-10 03:21:51,Apple Store,Shopping,435.93
7614,2022-05-10 08:55:35,Starbucks,Health,333.07
4495,2022-05-10 13:28:06,Amazon,Shopping,400.61
5167,2022-05-10 14:17:32,Starbucks,Dining,499.99
5312,2022-05-10 20:20:26,Airbnb,Travel,268.75
857,2022-05-11 00:26:48,Airbnb,Travel,149.7
47,2022-05-11 02:53:05,Best Buy,Shopping,403.15
4994,2022-05-11 07:43:54,Netflix,Entertainment,488.97
8571,2022-05-11 08:10:14,Spotify,Entertainment,376.52
1428,2022-05-11 13:28:55,Airbnb,Travel,152.93
8884,2022-05-11 15:08:18,Amazon,Travel,496.6
9202,2022-05-12 03:32:46,Uber,Travel,493.04
8737,2022-05-12 13:43:10,Apple Store,Shopping,320.39
574,2022-05-12 16:19:53,Best Buy,Electronics,345.5
825,2022-05-12 17:31:32,Amazon,Travel,494.52
5596,2022-05-12 23:47:53,Starbucks,Dining,460.32
7192,2022-05-13 01:37:12,Target,Groceries,175.17
6337,2022-05-13 09:18:54,Uber,Travel,5.73
996,2022-05-13 11:16:25,Uber,Transportation,165.82
7412,2022-05-14 00:10:45,Netflix,Entertainment,346.93
4806,2022-05-14 01:12:59,Starbucks,Dining,367.17
9392,2022-05-14 02:18:51,Airbnb,Travel,108.71
6454,2022-05-14 05:10:25,Uber,Travel,440.01
8892,2022-05-14 05:24:57,Spotify,Entertainment,393.74
7197,2022-05-14 06:03:46,Spotify,Entertainment,426.8
2265,2022-05-14 11:50:48,Starbucks,Health,98.78
3012,2022-05-14 18:45:07,Walmart,Groceries,117.44
8048,2022-05-15 09:10:18,Uber,Transportation,494.28
3562,2022-05-15 09:38:08,Spotify,Entertainment,149.92
235,2022-05-15 10:23:03,Best Buy,Shopping,441.48
6069,2022-05-15 19:26:23,Airbnb,Travel,117.59
6032,2022-05-16 03:53:16,Best Buy,Shopping,218.42
4843,2022-05-16 04:09:31,Netflix,Entertainment,460.18
1183,2022-05-16 10:38:59,Starbucks,Health,130.43
1483,2022-05-16 22:49:26,Spotify,Entertainment,134.63
498,2022-05-17 02:29:02,Spotify,Entertainment,350.87
6360,2022-05-17 12:47:08,Best Buy,Electronics,92.88
3805,2022-05-17 14:16:32,Amazon,Entertainment,246.08
7852,2022-05-18 02:50:01,Spotify,Entertainment,370.04
7826,2022-05-18 07:12:01,Best Buy,Shopping,269.42
2373,2022-05-18 09:10:01,Airbnb,Travel,327.26
5976,2022-05-18 17:27:39,Target,Groceries,482.05
5553,2022-05-18 18:06:28,Uber,Transportation,97.49
4043,2022-05-19 07:30:27,Best Buy,Shopping,466.37
3876,2022-05-19 14:45:19,Walmart,Shopping,187.94
2597,2022-05-19 16:43:00,Starbucks,Dining,446.58
2722,2022-05-19 17:21:00,Apple Store,Shopping,11.63
2555,2022-05-19 22:30:54,Airbnb,Travel,135.28
3070,2022-05-20 04:42:47,Spotify,Entertainment,19.19
7222,2022-05-20 07:36:57,Uber,Transportation,142.49
1623,2022-05-20 22:02:46,Apple Store,Shopping,157.68
6085,2022-05-20 23:54:07,Netflix,Entertainment,142.63
2207,2022-05-20 23:57:46,Airbnb,Travel,8.67
9263,2022-05-21 04:10:57,Best Buy,Electronics,224.15
979,2022-05-21 05:51:42,Target,Groceries,175.74
8994,2022-05-21 19:20:25,Target,Shopping,258.86
4507,2022-05-21 22:57:21,Netflix,Entertainment,202.49
646,2022-05-21 23:03:48,Starbucks,Dining,150.68
2573,2022-05-22 07:41:28,Spotify,Entertainment,322.57
1182,2022-05-22 09:45:56,Apple Store,Shopping,300.59
3910,2022-05-22 11:36:52,Starbucks,Health,66.52
6218,2022-05-22 13:38:56,Walmart,Groceries,152.48
9194,2022-05-23 08:09:01,Starbucks,Health,155.59
7719,2022-05-23 08:18:41,Amazon,Entertainment,121.56
3586,2022-05-23 12:03:12,Starbucks,Dining,155.32
6449,2022-05-23 13:54:01,Amazon,Entertainment,254.46
8400,2022-05-24 09:54:44,Uber,Travel,130.92
4646,2022-05-24 16:05:44,Netflix,Entertainment,69.32
1690,2022-05-24 19:43:34,Best Buy,Shopping,97.16
9982,2022-05-25 01:22:07,Starbucks,Dining,122.97
1949,2022-05-25 02:11:12,Uber,Transportation,175.24
2169,2022-05-25 16:39:54,Airbnb,Travel,289.26
7104,2022-05-25 17:40:42,Walmart,Groceries,355.86
7661,2022-05-25 18:08:40,Spotify,Entertainment,429.9
1017,2022-05-25 18:44:13,Starbucks,Health,486.76
4350,2022-05-26 02:53:03,Uber,Transportation,391.76
7076,2022-05-26 07:01:58,Target,Groceries,225.25
